exercise_id,name,type,body_part,equipment,level,description,type_Strength,type_Cardio,type_Flexibility,body_part_Chest,body_part_Back,body_part_Legs,body_part_Arms,body_part_Shoulders,body_part_Abdominals,body_part_Full Body,body_part_Other,equipment_None,equipment_Bands,equipment_Barbell,equipment_Dumbbell,equipment_Machine,difficulty,is_compound,cardio_intensity,injury_risk,rating_norm
100,Suitcase crunch,Strength,Abdominals,None,Intermediate,"The suitcase crunch is a bodyweight movement that targets the muscles of the abs, the rectus abdominis or ""six-pack"" muscles in particular. It is similar to a V-up, but the lower back stays flat against the ground. It can be performed for time or reps in the ab-focused portion of any workout.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.7,0.2,0.0
101,FYR Rope Jumping,Strength,Abdominals,None,Intermediate,"Jumping rope is classic conditioning exercise that is popular with everyone from children to boxers to CrossFit athletes. It targets many different muscles, including the calves, glutes, shoulders, and upper back, and is great for everything from fat loss to improving overall athletic performance.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.7,0.2,0.0
102,Barbell press sit-up,Strength,Abdominals,None,Intermediate,"The barbell press sit-up is a weighted exercise focusing on the abdominal muscles, as well as the shoulders to a lesser degree. It primarily targets the rectus abdominis or ""six-pack"" muscles, but also involves the obliques and deep core muscles. It can be performed on the floor with the feet anchored or unanchored, or on a decline or other bench. It is similar to the Otis-up, which is performed with a weight plate.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
103,Single-arm bent-over rear delt fly,Strength,Abdominals,None,Intermediate,"The single-arm bent-over rear delt fly is a popular upper-body exercise that targets the muscles on the back of the shoulder joint, specifically the rear head of the deltoid. Since pressing movements build the front and (to a lesser degree) side deltoid heads, this move is often done to promote balanced shoulder development. It is usually performed for high reps, such as 10-15 reps per set or more, as part of a shoulder or upper-body workout.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
104,Captain's chair leg raise,Strength,Abdominals,None,Intermediate,"The captain's chair leg raise is a bodyweight exercise that targets the abs. It is performed on an apparatus that allows the forearms to rest on pads and the upright torso to hang freely. Leg raise variations are often performed for moderate to high reps, such as 8-12 reps or more, as part of ab-focused training.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
105,Shoulder-Elevated One-Leg Hip Thrusts,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
106,Ab Twist - Gethin Variation,Strength,Abdominals,None,Intermediate,"The cross-body sit-up is a bodyweight exercise targeting the ab muscles, the obliques and rectus abdominis or ""six-pack"" muscles in particular. It involves bringing the opposite-side knee and elbow together, usually alternating sides with each rep. It can be performed for time or reps as part of the ab-focused portion of any workout.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
107,Weighted Crunch - Gethin Variation,Strength,Abdominals,None,Intermediate,"The weighted sit-up is a more difficult version of a highly popular abdominal movement. The simple addition of a weight makes the sit-up far more difficult, providing a different stimulus to the core during training and helping build strong abs.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.7,0.2,0.0
108,Ab Wheel Roll-Out - Gethin Variation,Strength,Abdominals,None,Intermediate,"The ab wheel roll-out is an exercise targeting the abdominals, often with an inexpensive wheel device with a handle on either side. Many trainers and strength coaches claim it's one of, if no the best exercise for developing strength in the midsection. Beginners may have to start with a limited range of motion or just wheel planks.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
109,Bench crunch,Strength,Abdominals,None,Intermediate,"The bench crunch is a popular ab exercise performed lying on a bench. It is largely similar to the same exercise performed on the floor, but being able to press the lower back into the bench pad can help reinforce proper form and increase the burn in the abs. Like most crunch variations, it is usually performed for moderate to high reps, such as 8-12 reps per set or more.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.7,0.2,0.0
110,Decline plate sit-up twist,Strength,Abdominals,None,Intermediate,"The decline plate sit-up twist is a weighted core exercise that works the obliques and rectus abdominis or ""six pack"" muscles, as well as the deep core muscles. Weighted sit-up variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the core-focused portion of a workout.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
111,Reverse ab roll-out,Strength,Abdominals,None,Intermediate,"The reverse ab roll-out is an exercise targeting the abdominals. It's a twist on the ab wheel roll-out, and is similar to a body saw exercise, only performed on a foam roller. Instead of your arms moving and your lower body remaining stationary, your lower body moves and your arms remain stationary. Beginners may need to use a limited range of motion.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
112,30 Seated Twist With PVC Pipe,Strength,Abdominals,None,Intermediate,The seated bar twist is a core exercise aiming to strengthen the obliques.,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
113,Suspended crunch-,Strength,Abdominals,None,Intermediate,"The suspended crunch is an abdominal exercise performed with the feet in the stirrups of a suspension strap system. It targets the muscles of the core, most prominently the rectus abdominis or ""six-pack"" muscles, but also taxes the shoulders and deep core muscles.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.7,0.2,0.0
114,Suspended oblique crunch,Strength,Abdominals,None,Intermediate,"The suspended oblique crunch is an abdominal exercise performed with the feet in the stirrups of a suspension strap system. It targets the muscles of the core, most prominently the obliques, but also the rectus abdominis or ""six-pack"" muscles, the shoulders, and deep core muscles.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.7,0.2,0.0
115,Weighted sit-up,Strength,Abdominals,None,Intermediate,"The weighted sit-up is a more difficult version of a highly popular abdominal movement. The simple addition of a weight makes the sit-up far more difficult, providing a different stimulus to the core during training and helping build strong abs.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
116,30 Decline Press Sit-Up,Strength,Abdominals,None,Intermediate,The decline bar press sit-up is a core and upper body exercise targeting the lower abdominals and shoulders.,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
117,Holman Towel Reverse Plank Alternating Heel Pull-in,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
118,Holman Boat with Weighted Cross Punch,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
119,Holman Weighted Hook Punch,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
120,Holman Weighted Traveling Punch,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
121,Holman Weighted Uppercut Punch,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
122,Holman Slow Weighted Double Pike,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
123,Holman Plate Straight Plank Reach,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
124,Holman Plate Elbow Plank Jack to Straight Plank Jack,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
125,Holman Plate Hill Climber,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
126,Holman Plate Reverse Plank Hill Climber,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
127,Holman Plate Straight Plank Pike to Jack,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
128,Holman Plate In-and-Out Push-Up,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0.0,0.2,0.0
129,Holman Plate Burpee,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0.7,0.2,0.0
130,Holman Plate Elbow Plank Reach,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
131,Holman Elbow Plank to Renegade Row,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0.7,0.2,0.0
132,Holman Straight Plank Weighted Hand Hill Climber,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
133,Holman Weighted Left Side Diagonal Pike,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
134,Holman Weighted Right Side Diagonal Pike,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
135,Holman Weighted W-Boat to Overhead Press,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
136,Holman Weighted Kneeling Lift,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
137,Holman Hips-Up Weighted Pull-Over,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
138,Holman Weighted Cross Punch,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
139,Holman Straight-Leg Boat Hover Chest Press,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
140,Holman Weighted Pike,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
141,Holman Feet-Elevated Wax-On Wax-Off,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
142,Holman Elbow Plank to Towel Pike,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
143,Holman Seated Killer Abs Overhead Press,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
144,Holman Straight Plank Alternating Weighted Open,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
145,Holman Weighted Killer Abs with Overhead Press,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
146,Holman Weighted Split-Leg Pike,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
147,Holman Towel Reverse Plank Heel Pull-in,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
148,Stick Twist,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
149,Roc Everest,Cardio,Abdominals,None,Intermediate,,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.7,0.2,0.0
150,Standing cable low-to-high twist,Strength,Abdominals,Machine,Intermediate,"The standing cable low-to-high twist is a core exercise targeting the upper abdominals and the obliques. Take care to perform it with control, as opposed to violent twisting which can injure the back. It is usually performed for moderate to high reps, at least 8-15 per side, as part of the core-focused portion of a workout.",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0.0,0.2,0.9687500000000001
151,Single-arm high-cable side bend,Strength,Abdominals,Machine,Intermediate,The single-arm high-cable side bend is an exercise targeting the obliques using a cable stack machine.,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0.0,0.2,0.9479166666666666
152,Kneeling cable oblique crunch,Strength,Abdominals,Machine,Intermediate,"The kneeling cable oblique crunch is a popular core isolation exercise using a rope attachment and cable stack while kneeling on the floor. It primarily targets the obliques and rectus abdominis or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed for moderate to high reps, such as 8-12 reps per set or higher.",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0.7,0.2,0.9375
153,Kneeling cable crunch,Strength,Abdominals,Machine,Intermediate,"The kneeling cable crunch is a popular core isolation exercise using a rope attachment and cable stack while kneeling on the floor. It primarily targets the rectus abdominis or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed early in an ab workout, usually in moderate to high reps, such as 8-12 reps per set or higher.",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0.7,0.2,0.9270833333333334
154,Rope Crunch,Strength,Abdominals,Machine,Intermediate,"The kneeling cable crunch is a popular core isolation exercise using a rope attachment and cable stack while kneeling on the floor. It primarily targets the rectus abdominus or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed early in an ab workout, usually in moderate to high reps like 8-12 reps per set or higher.",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0.7,0.2,0.8958333333333334
155,Standing cable crunch,Strength,Abdominals,Machine,Intermediate,"The standing cable crunch is a popular core isolation exercise using a rope attachment. It primarily targets the rectus abdominis or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed early in an ab workout, usually in moderate to high reps, such as 8-12 reps per set or higher.",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0.7,0.2,0.8958333333333334
156,Bosu Ball Cable Crunch With Side Bends,Strength,Abdominals,Machine,Beginner,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0.7,0.2,0.8854166666666667
157,Standing Cable Wood Chop,Strength,Abdominals,Machine,Intermediate,The standing cable high-to-low twist is a core exercise targeting the lower abdominals and the obliques.,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0.0,0.2,0.8541666666666666
158,Cable reverse crunch,Strength,Abdominals,Machine,Beginner,"The cable reverse crunch is performed on the ground facing away from a high pulley, which helps target the lower abdominals specifically.",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0.7,0.2,0.8541666666666666
159,Cable Russian Twists,Strength,Abdominals,Machine,Beginner,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0.0,0.2,0.84375
160,Pallof press with rotation,Strength,Abdominals,Machine,Intermediate,The Pallof press with rotation is a dynamic variation of the Pallof press that incorporates weighted rotation away from the torso using resistance from a cable pulley. It is intended to build abdominal strength and teach proper bracing. It can be performed for time or for reps in the core-focused portion of any workout.,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0.0,0.2,0.8229166666666667
161,Cable Seated Crunch,Strength,Abdominals,Machine,Beginner,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0.7,0.2,0.8020833333333334
162,Cable Judo Flip,Strength,Abdominals,Machine,Beginner,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0.0,0.2,0.5208333333333334
163,Exercise Ball Cable Crunch - Gethin Variation,Strength,Abdominals,Machine,Intermediate,"The exercise ball crunch is a popular gym exercise targeting the abdominals. Unlike crunches on the floor or a bench, by using a ball, you can increase the range of motion and both stretch and contract the abs on every rep. The ball crunch can be performed for low reps with a slower tempo, focusing on a hard contraction, or for higher reps.",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0.7,0.2,0.0
164,Standing cable high-to-low twist,Strength,Abdominals,Machine,Intermediate,"The standing cable high-to-low twist is a core exercise targeting the lower abdominals and the obliques. Take care to perform it with control, as opposed to violent twisting which can injure the back. It is usually performed for moderate to high reps, at least 8-15 per side, as part of the core-focused portion of a workout.",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0.0,0.2,0.0
165,Bent-Over Reverse Cable Fly,Strength,Abdominals,Machine,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0.0,0.2,0.0
166,Standing Cable Crunch - Gethin Variation,Strength,Abdominals,Machine,Intermediate,"The standing cable crunch is a popular core isolation exercise using a rope attachment. It primarily targets the rectus abdominus or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed early in an ab workout, usually in moderate to high reps like 8-12 reps per set or higher.",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0.7,0.2,0.0
167,AM Cable Crunch,Strength,Abdominals,Machine,Intermediate,"The kneeling cable crunch is a popular core isolation exercise using a rope attachment and cable stack while kneeling on the floor. It primarily targets the rectus abdominus or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed early in an ab workout, usually in moderate to high reps like 8-12 reps per set or higher.",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0.7,0.2,0.0
168,Tyler Holt Weighted Knee-To-Chest Crunch,Strength,Abdominals,Machine,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0.7,0.2,0.0
169,Standing cable twist,Strength,Abdominals,Machine,Intermediate,"The standing cable twist is a core exercise that targets the abdominals, particularly the obliques. Take care to perform it with control, as opposed to violent twisting which can injure the back. It is usually performed for moderate to high reps, at least 8-15 per side, as part of the core-focused portion of a workout.",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0.0,0.2,0.0
